============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  K(15.2 GeV) ==> Tarcza(  11 um) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 1881 19 .1519229E+11   1100022E-01  .1887E-01 -.4588E+01   .9999999  .0000693 -.0001207
T 1882 19 .1519259E+11   1100019E-01  .4680E+01 -.3777E+01   .9999999  .0000528 -.0000436
T 1883 19 .1519156E+11   1100003E-01  .9241E+01 -.1152E+02   .9999999  .0000860 -.0003000
T 1884 19 .1519195E+11   1100005E-01  .2318E+01  .4231E+01   .9999999 -.0000874 -.0000107
T 1885 19 .1519173E+11   1100015E-01  .7182E+01 -.4887E+01   .9999999 -.0000159 -.0000265
T 1886 19 .1519165E+11   1100010E-01 -.5611E+01 -.8260E+01   .9999999 -.0000878 -.0000870
T 1887 19 .1519203E+11   1100006E-01  .5254E+01 -.5687E+01   .9999999  .0000301 -.0001448
T 1888 19 .1519299E+11   1100014E-01 -.9727E+01 -.7849E+00   .9999999 -.0001796 -.0000438
T 1889 19 .1519243E+11   1100005E-01  .6198E+01  .1359E+02   .9999999  .0000462  .0002394
T 1890 19 .1519273E+11   1100012E-01 -.6665E+01 -.2185E+01   .9999999 -.0000982  .0000696
T 1891 19 .1519247E+11   1100011E-01  .1060E+02  .1008E+02   .9999999  .0001168  .0000766
T 1892 19 .1519193E+11   1100012E-01 -.1757E+02 -.5669E+01   .9999999 -.0000934 -.0000602
T 1893 19 .1519148E+11   1100011E-01  .2015E+03 -.2720E+03   .9999895  .0026815 -.0037090
T 1894 19 .1519249E+11   1100020E-01  .2143E+02  .3532E+01   .9999999  .0002189  .0000958
T 1895 19 .1519304E+11   1100008E-01 -.4394E+01  .8226E+00   .9999999 -.0000216  .0000630
T 1896 19 .1519319E+11   1100018E-01  .1881E+01  .3360E+01   .9999999 -.0000810 -.0000116
T 1897 19 .1519336E+11   1100016E-01 -.4975E+01 -.1740E+01   .9999999 -.0001184 -.0000108
T 1898 19 .1519247E+11   1100017E-01 -.1064E+02  .7575E+01   .9999999 -.0002549 -.0000238
T 1899 19 .1519207E+11   1100005E-01 -.4123E+00  .3203E+01   .9999999 -.0000333  .0000771
T 1900 19 .1519367E+11   1100002E-01 -.4093E+00  .1169E+01   .9999999  .0000109 -.0000128
T 1901 19 .1519310E+11   1100010E-01 -.6282E+01  .1447E+02   .9999999 -.0001389  .0001674
T 1902 19 .1519250E+11   1100019E-01  .7961E+01 -.1006E+01   .9999999  .0000478  .0000215
T 1903 19 .1519297E+11   1100001E-01  .4774E+01  .2373E+01   .9999999  .0000774 -.0000452
T 1904 19 .1519462E+11   1100007E-01  .7636E+01 -.3793E+01   .9999999  .0001021  .0000276
T 1905 19 .1519147E+11   1100020E-01  .6689E+01 -.5736E+01   .9999999  .0001916  .0000110
T 1906 19 .1519144E+11   1100010E-01 -.1873E+01  .1567E+01   .9999999 -.0000596 -.0000908
T 1907 19 .1519341E+11   1100013E-01 -.5331E+01 -.1300E+02   .9999999 -.0001849 -.0000188
T 1908 19 .1519138E+11   1100004E-01  .1045E+02 -.1520E+02   .9999999  .0001380 -.0002086
T 1909 19 .1519256E+11   1100007E-01 -.9181E+00 -.4228E+01   .9999999  .0001225 -.0000285
T 1910 19 .1519123E+11   1100005E-01 -.2094E+02 -.1936E+02   .9999999 -.0003237 -.0003234
T 1911 19 .1519279E+11   1100000E-01 -.4233E+00  .1219E+02   .9999999  .0000934  .0002154
T 1912 19 .1519133E+11   1100020E-01  .1532E+02  .5350E+01   .9999999  .0002915  .0003135
T 1913 19 .1519286E+11   1100011E-01  .1434E+02  .2999E+01   .9999999  .0003294  .0000878
T 1914 19 .1519219E+11   1100014E-01  .8329E+01  .3238E+01   .9999999  .0000795 -.0000022
T 1915 19 .1519248E+11   1100011E-01  .1388E+02 -.9214E+00   .9999999  .0002815  .0002546
T 1916 19 .1519305E+11   1100000E-01  .2437E+01 -.8683E+01   .9999999  .0001131 -.0001156
T 1917 19 .1519315E+11   1100021E-01  .1322E+02  .1543E+02   .9999999  .0001435  .0002538
T 1918 19 .1519315E+11   1100014E-01  .2442E+02 -.1895E+01   .9999999  .0004424 -.0001217
T 1919 19 .1519266E+11   1100004E-01 -.1808E+02 -.9581E+01   .9999999 -.0001496 -.0001532
T 1920 19 .1519360E+11   1100011E-01  .1311E+02 -.6416E+01   .9999999  .0001786  .0000530
T 1921 19 .1519287E+11   1100016E-01  .1032E+02 -.1023E+02   .9999999  .0003212 -.0002698
T 1922 19 .1519387E+11   1100007E-01 -.2396E+01 -.3383E+01   .9999999 -.0000213 -.0000486
T 1923 19 .1519225E+11   1100011E-01 -.1637E+01  .1583E+02   .9999999 -.0000155  .0003310
T 1924 19 .1519446E+11   1100020E-01 -.6047E+01 -.6717E+01   .9999999 -.0000697 -.0000989
T 1925 19 .1519192E+11   1100016E-01 -.1640E+02  .1955E+01   .9999999 -.0002391 -.0000409
T 1926 19 .1519325E+11   1100017E-01 -.1645E+02 -.5499E+01   .9999999 -.0002070 -.0000548
T 1927 19 .1519184E+11   1100021E-01 -.1446E+01  .2838E+01   .9999999  .0000318  .0000878
T 1928 19 .1519273E+11   1100022E-01  .4291E+01 -.3947E+01   .9999999  .0001094  .0001018
T 1929 19 .1519242E+11   1100017E-01  .1140E+02  .5981E+01   .9999999  .0001841 -.0000355
T 1930 19 .1519362E+11   1100008E-01  .6230E+01 -.1737E+02   .9999999  .0000762 -.0000990
T 1931 19 .1519195E+11   1100019E-01 -.8445E+01  .4618E+01   .9999999 -.0001185  .0000390
T 1932 19 .1519236E+11   1100008E-01  .2979E+01  .1435E+02   .9999999  .0000386  .0002135
T 1933 19 .1519427E+11   1100013E-01  .4388E+01  .3129E+01   .9999999  .0000018  .0000795
T 1934 19 .1519273E+11   1100013E-01 -.6730E+01 -.2747E+01   .9999999 -.0001883 -.0000289
T 1935 19 .1519222E+11   1100014E-01 -.4241E+01 -.6299E+01   .9999999 -.0000547  .0000217
T 1936 19 .1519251E+11   1100019E-01  .2199E+01  .7592E+01   .9999999  .0000788  .0001010
T 1937 19 .1519260E+11   1100005E-01  .1214E+00  .4201E+01   .9999999 -.0000742 -.0000191
T 1938 19 .1519388E+11   1100018E-01  .2323E+01 -.2678E+01   .9999999 -.0000004 -.0001746
T 1939 19 .1519283E+11   1100018E-01  .2884E+01 -.5346E+00   .9999999  .0000707 -.0000061
T 1940 19 .1519172E+11   1100009E-01  .5038E+01  .5028E+01   .9999999  .0000635  .0000183
T 1941 19 .1519248E+11   1100017E-01  .4971E+00 -.1193E+02   .9999999 -.0001334  .0000267
T 1942 19 .1519236E+11   1100012E-01  .6700E+01  .1147E+02   .9999999 -.0000090  .0000617
T 1943 19 .1519459E+11   1100022E-01 -.3608E+01 -.1711E+00   .9999999  .0000924  .0000943
T 1944 19 .1519391E+11   1100022E-01 -.3977E+01  .1459E+02   .9999999 -.0000253  .0001675
T 1945 19 .1519299E+11   1100021E-01 -.1442E+02 -.1738E+01   .9999999 -.0001021 -.0000371
T 1946 19 .1519200E+11   1100020E-01 -.5216E+01  .2921E+01   .9999999 -.0000864  .0000351
T 1947 19 .1519279E+11   1100017E-01  .1587E+01 -.1615E+01   .9999999 -.0000199 -.0001029
T 1948 19 .1519216E+11   1100022E-01 -.4807E+01 -.9689E+01   .9999999 -.0000345 -.0001492
T 1949 19 .1519318E+11   1100000E-01  .2334E+01 -.8206E+00   .9999999  .0000295 -.0001301
T 1950 19 .1519274E+11   1100023E-01 -.1869E+01 -.6221E+01   .9999999 -.0000548 -.0001956
T 1951 19 .1519381E+11   1100021E-01  .1364E+02  .3858E+01   .9999999  .0001397  .0001549
T 1952 19 .1519160E+11   1100022E-01 -.8053E+01 -.1327E+01   .9999999  .0001022  .0000306
T 1953 19 .1519231E+11   1100017E-01 -.1267E+02 -.2672E+01   .9999999 -.0001920 -.0000284
T 1954 19 .1519233E+11   1100012E-01 -.5792E+01  .1737E+02   .9999999 -.0000573  .0001765
T 1955 19 .1519217E+11   1100009E-01  .2505E+01 -.1248E+02   .9999999 -.0000119 -.0001813
T 1956 19 .1519213E+11   1100020E-01  .4354E+01 -.7849E+01   .9999999  .0000129 -.0001842
T 1957 19 .1519112E+11   1100016E-01 -.1246E+02 -.1062E+02   .9999999 -.0001778 -.0001084
T 1958 19 .1519053E+11   1100006E-01 -.1516E+01  .7632E+01   .9999999 -.0000437  .0000777
T 1959 19 .1519313E+11   1100016E-01  .6020E+01  .9236E+01   .9999999  .0000626  .0002359
T 1960 19 .1519428E+11   1100010E-01  .9827E+01  .5467E+01   .9999999  .0002018  .0001501
T 1961 19 .1519240E+11   1100018E-01  .1908E+00 -.7085E+01   .9999999  .0000649 -.0000631
T 1962 19 .1519366E+11   1100008E-01  .1307E+02 -.1878E+02   .9999999  .0002487 -.0003910
T 1963 19 .1519379E+11   1100008E-01 -.1916E+01 -.5290E+00   .9999999 -.0000278  .0001398
T 1964 19 .1519130E+11   1100020E-01  .1178E+02 -.1241E+02   .9999999  .0001954 -.0003046
T 1965 19 .1519162E+11   1100006E-01  .8306E+01  .2098E+02   .9999999  .0002492  .0001730
T 1966 19 .1519076E+11   1100017E-01  .9647E+01  .1582E+02   .9999999  .0002024  .0003046
T 1967 19 .1519400E+11   1100018E-01  .7799E+01  .7581E+01   .9999999  .0001369  .0000327
T 1968 19 .1519392E+11   1100005E-01  .5315E+01 -.7455E+01   .9999999  .0000861 -.0001918
T 1969 19 .1519343E+11   1100004E-01  .2744E+01 -.1110E+02   .9999999 -.0000550 -.0002697
T 1970 19 .1519194E+11   1100012E-01 -.9366E+01 -.5076E+01   .9999999 -.0002527 -.0000717
T 1971 19 .1519223E+11   1100011E-01 -.5871E-01  .1137E+02   .9999999 -.0001269  .0002736
T 1972 19 .1519266E+11   1100017E-01 -.1048E+02 -.1302E+02   .9999999 -.0002019 -.0002303
T 1973 19 .1519306E+11   1100016E-01  .8518E+01  .1436E+02   .9999999  .0000824 -.0000040
T 1974 19 .1519389E+11   1100015E-01  .1172E+02 -.1916E+02   .9999998  .0003890 -.0003931
T 1975 19 .1519308E+11   1100016E-01 -.1598E+01  .8080E+01   .9999999 -.0000864 -.0000716
T 1976 19 .1519356E+11   1100020E-01 -.3744E+01  .1081E+02   .9999999 -.0000483  .0001163
T 1977 19 .1519260E+11   1100013E-01 -.7971E+00 -.9248E+01   .9999999  .0000179 -.0000955
T 1978 19 .1519196E+11   1100009E-01  .5334E+01  .6364E+01   .9999999 -.0000457  .0001569
T 1979 19 .1519328E+11   1100013E-01  .5661E+00 -.2702E+01   .9999999 -.0000717 -.0000791
T 1980 19 .1519353E+11   1100007E-01  .1087E+02  .4987E+01   .9999999  .0001559  .0000919
T 1981 19 .1519225E+11   1100014E-01  .8221E+00 -.4607E+01   .9999999 -.0001140 -.0000910
T 1982 19 .1519222E+11   1100008E-01  .1007E+02  .3587E+01   .9999999  .0002274  .0000666
T 1983 19 .1519393E+11   1100020E-01 -.1036E+02  .1926E+02   .9999999 -.0002082  .0003130
T 1984 19 .1519237E+11   1100013E-01 -.1359E+01  .5761E+02   .9999998 -.0000293  .0006410
T 1985 19 .1519236E+11   1100011E-01 -.5854E+01  .5600E+01   .9999999 -.0001823  .0000714
T 1986 19 .1519306E+11   1100015E-01 -.5946E+01  .1879E+02   .9999999 -.0000380  .0002421
T 1987 19 .1519314E+11   1100016E-01  .5732E+01 -.4795E+01   .9999999 -.0000050 -.0000298
T 1988 19 .1519244E+11   1100008E-01 -.4032E+01  .1016E+01   .9999999 -.0000885  .0000377
T 1989 19 .1519109E+11   1100005E-01 -.6568E+01  .2669E+02   .9999999 -.0001187  .0003654
T 1990 19 .1519200E+11   1100003E-01 -.8450E+01  .1385E+02   .9999999  .0001864  .0001250
T 1991 19 .1519250E+11   1100014E-01  .4863E+01  .7550E+01   .9999999 -.0001522  .0000320
T 1992 19 .1519185E+11   1100005E-01  .6043E+01 -.1913E+01   .9999999  .0000571  .0000531
T 1993 19 .1519115E+11   1100008E-01  .9418E+01 -.1021E+02   .9999999  .0000130 -.0001287
T 1994 19 .1519225E+11   1100014E-01 -.1379E+01 -.9396E+01   .9999999 -.0001856 -.0001942
T 1995 19 .1519281E+11   1100020E-01 -.4758E+01  .7082E+01   .9999999 -.0000065  .0001660
T 1996 19 .1519214E+11   1100018E-01 -.2655E+01 -.4741E+01   .9999999 -.0000782 -.0000382
T 1997 19 .1519195E+11   1100018E-01  .1500E+01 -.9964E+01   .9999999 -.0000504 -.0001181
T 1998 19 .1519359E+11   1100022E-01 -.9714E+01 -.5055E+01   .9999999 -.0001947 -.0001252
T 1999 19 .1519098E+11   1100013E-01 -.1571E+01  .3560E+01   .9999999 -.0001264  .0000936
T 2000 19 .1519279E+11   1100022E-01  .1974E+01  .2599E+01   .9999999  .0000674  .0000614
T 2001 19 .1519109E+11   1100006E-01 -.1140E+02  .3239E+01   .9999999 -.0001688  .0000421
T 2002 19 .1519218E+11   1100022E-01  .7274E+01 -.6002E+01   .9999999  .0000741 -.0000665
T 2003 19 .1519331E+11   1100023E-01 -.9719E+00 -.5110E+01   .9999999  .0000546 -.0002077
T 2004 19 .1519230E+11   1100013E-01 -.1173E+02  .2678E+01   .9999999 -.0001699  .0000773
T 2005 19 .1519223E+11   1100008E-01  .5959E+01 -.1206E+01   .9999999  .0000270  .0000896
T 2006 19 .1519416E+11   1100008E-01  .1480E+02  .2334E+01   .9999999  .0001264 -.0000662
T 2007 19 .1519230E+11   1100020E-01 -.2508E+01  .5927E+01   .9999999 -.0000145  .0000406
T 2008 19 .1519137E+11   1100002E-01  .1518E+03  .1364E+03   .9999962  .0020536  .0018250
T 2009 19 .1519309E+11   1100018E-01 -.1329E+01  .1066E+02   .9999999  .0000179  .0000498
T 2010 19 .1519322E+11   1100011E-01 -.1862E+02 -.8162E+01   .9999999 -.0002540 -.0002447
T 2011 19 .1519227E+11   1100002E-01 -.7007E+01  .5234E+00   .9999999 -.0000906 -.0000826
T 2012 19 .1519341E+11   1100018E-01  .8866E+01 -.1466E+01   .9999999  .0000744 -.0000429
T 2013 19 .1519331E+11   1100022E-01 -.1533E+02 -.3214E+02   .9999999 -.0002710 -.0004144
T 2014 19 .1519341E+11   1100019E-01 -.8958E+01  .5830E+00   .9999999 -.0001042 -.0000136
T 2015 19 .1519176E+11   1100010E-01 -.3798E+01  .1276E+02   .9999999 -.0001733  .0001531
T 2016 19 .1519309E+11   1100006E-01 -.2785E+01  .5811E+01   .9999999  .0000125  .0000935
T 2017 19 .1519385E+11   1100023E-01 -.1557E+01 -.4946E+01   .9999999 -.0000192 -.0000258
T 2018 19 .1519292E+11   1100018E-01  .7170E+01  .1021E+02   .9999999  .0001151  .0001299
T 2019 19 .1519356E+11   1100021E-01 -.1604E+02 -.5952E+01   .9999999 -.0002830 -.0000832
T 2020 19 .1519252E+11   1100008E-01 -.4601E+00  .4320E+01   .9999999 -.0000939  .0001616
T 2021 19 .1519331E+11   1100023E-01 -.1226E+01  .2964E+02   .9999999  .0000027  .0002765
T 2022 19 .1519251E+11   1100019E-01  .3482E+01  .4559E+01   .9999999  .0000511  .0000894
T 2023 19 .1519278E+11   1100019E-01  .7174E+01 -.8717E+01   .9999999 -.0000157 -.0001679
T 2024 19 .1519195E+11   1100011E-01  .1030E+02  .5831E+01   .9999999  .0001113  .0002173
T 2025 19 .1519270E+11   1100018E-01  .9390E+01  .9999E-01   .9999999  .0002477  .0000198
T 2026 19 .1519341E+11   1100013E-01  .8179E+01  .4658E+01   .9999999  .0000911  .0000899
T 2027 19 .1519353E+11   1100008E-01 -.3898E+01 -.2369E+01   .9999999  .0000066  .0001074
T 2028 19 .1519363E+11   1100021E-01 -.3499E+01 -.2829E+01   .9999999 -.0001265 -.0001105
T 2029 19 .1519313E+11   1100019E-01 -.2735E+02  .8979E+01   .9999999 -.0004328  .0001040
T 2030 19 .1519201E+11   1100007E-01 -.1262E+01 -.1341E+01   .9999999  .0000267  .0000864
T 2031 19 .1519203E+11   1100012E-01 -.3137E+01 -.1817E+01   .9999999 -.0000829  .0000059
T 2032 19 .1519320E+11   1100017E-01 -.3261E+01  .5366E+01   .9999999  .0000256  .0000246
T 2033 19 .1519210E+11   1100005E-01 -.9131E+01 -.1128E+02   .9999999 -.0002319 -.0002738
T 2034 19 .1519349E+11   1100013E-01 -.1616E+02  .6170E+01   .9999999 -.0003436  .0000045
T 2035 19 .1519309E+11   1100003E-01  .1929E+02 -.9077E+01   .9999999  .0002813 -.0001826
T 2036 19 .1519214E+11   1100022E-01 -.2708E+01  .2836E+01   .9999999 -.0000729  .0000551
T 2037 19 .1519170E+11   1100003E-01  .6039E+01 -.6317E+01   .9999999  .0000215 -.0000430
T 2038 19 .1519324E+11   1100003E-01 -.7333E+01 -.9254E+01   .9999999 -.0000986 -.0001636
T 2039 19 .1519296E+11   1100020E-01 -.1895E+02 -.1467E+02   .9999999 -.0002705 -.0000561
T 2040 19 .1519387E+11   1100005E-01 -.7903E+01 -.4495E+00   .9999999 -.0000723 -.0000123
T 2041 19 .1519185E+11   1100018E-01  .3584E+01 -.4904E+01   .9999999  .0001491  .0000215
T 2042 19 .1519279E+11   1100021E-01 -.2578E+00  .6712E+01   .9999999 -.0001473  .0001903
T 2043 19 .1519212E+11   1100016E-01  .3991E+01 -.6616E+00   .9999999  .0001318 -.0000107
T 2044 19 .1519225E+11   1100001E-01 -.1457E+01  .1136E+02   .9999999 -.0000864  .0000400
T 2045 19 .1519277E+11   1100014E-01  .1895E+02  .1064E+01   .9999999  .0002267  .0000828
T 2046 19 .1519310E+11   1100022E-01 -.9364E+01  .3602E+01   .9999999 -.0001371  .0000256
T 2047 19 .1519391E+11   1100015E-01 -.5465E+02  .2145E+02   .9999998 -.0005842  .0001127
T 2048 19 .1519189E+11   1100016E-01  .4916E+00 -.3701E+01   .9999999  .0000662 -.0000121
T 2049 19 .1519211E+11   1100016E-01  .2488E+01 -.4031E+01   .9999999 -.0000478 -.0000380
T 2050 19 .1519279E+11   1100020E-01 -.1725E+01  .1451E+01   .9999999 -.0001882  .0000785
T 2051 19 .1519236E+11   1100012E-01 -.2849E+01 -.4595E+01   .9999999 -.0000986 -.0001435
T 2052 19 .1519295E+11   1100007E-01  .2869E+02 -.7031E+01   .9999998  .0005774 -.0000395
T 2053 19 .1519287E+11   1100022E-01 -.1391E+02  .2908E+01   .9999999 -.0000529  .0000261
T 2054 19 .1519262E+11   1100020E-01  .4054E+01  .1607E+02   .9999999  .0000917  .0002458
T 2055 19 .1519263E+11   1100007E-01  .7469E+02  .1029E+03   .9999823  .0037479  .0046283
T 2056 19 .1519188E+11   1100015E-01 -.2502E+00 -.5346E+01   .9999999  .0000198 -.0001836
T 2057 19 .1519315E+11   1100016E-01 -.1365E+01 -.6269E+00   .9999999  .0000231 -.0000462
T 2058 19 .1519124E+11   1100015E-01  .1110E+02  .8085E+00   .9999999  .0001922 -.0001015
T 2059 19 .1519277E+11   1100003E-01  .2964E+01  .8046E+01   .9999999  .0000270  .0001129
T 2060 19 .1519287E+11   1100012E-01  .1415E+02 -.2818E+01   .9999999  .0001868 -.0000894
T 2061 19 .1519246E+11   1100007E-01 -.2788E+02  .8964E+01   .9999999 -.0003983  .0001696
T 2062 19 .1519179E+11   1100010E-01  .5797E+01 -.8782E+01   .9999999  .0000647 -.0000957
T 2063 19 .1519208E+11   1100017E-01 -.8560E+01  .1003E+02   .9999999 -.0001934  .0002187
T 2064 19 .1519399E+11   1100017E-01 -.1670E+01  .5577E+00   .9999999 -.0000883  .0000331
T 2065 19 .1519278E+11   1100017E-01 -.3470E+01  .6437E+01   .9999999 -.0001328  .0000839
T 2066 19 .1519289E+11   1100003E-01  .1251E+02 -.9962E+01   .9999999  .0000137 -.0000607
T 2067 19 .1519194E+11   1100020E-01  .2389E+01  .7204E+01   .9999999 -.0001093  .0001012
T 2068 19 .1519185E+11   1100017E-01 -.6686E+01  .2846E+01   .9999999 -.0001550  .0000569
T 2069 19 .1519223E+11   1100013E-01 -.1899E+02  .2655E+01   .9999999 -.0002949  .0001452
T 2070 19 .1519260E+11   1100017E-01  .1516E+01 -.5100E+01   .9999999  .0000552 -.0001611
T 2071 19 .1519400E+11   1100018E-01  .7577E+01  .2347E+01   .9999999  .0001445  .0000582
T 2072 19 .1519333E+11   1100014E-01  .8664E+01  .1597E+01   .9999999  .0001227 -.0000530
T 2073 19 .1519197E+11   1100022E-01 -.8937E+01 -.3077E+01   .9999999 -.0001208  .0001131
T 2074 19 .1519327E+11   1100009E-01  .1267E+02  .7468E+01   .9999999  .0001186  .0000913
T 2075 19 .1519299E+11   1100013E-01 -.6760E+01  .9578E+01   .9999999  .0000556  .0002389
T 2076 19 .1519214E+11   1100020E-01  .2541E+01 -.1953E+01   .9999999  .0000096 -.0000508
T 2077 19 .1519389E+11   1100021E-01  .6082E+01  .3687E+01   .9999999  .0000979  .0000063
T 2078 19 .1519175E+11   1100013E-01 -.5505E+00  .8765E+01   .9999999  .0000308  .0001791
T 2079 19 .1519253E+11   1100013E-01 -.8050E+01  .7551E+01   .9999999 -.0001743  .0000348
T 2080 19 .1519265E+11   1100014E-01  .4344E+01 -.1861E+02   .9999999  .0000576 -.0002720
T 2081 19 .1519370E+11   1100000E-01 -.9214E+00 -.7619E+01   .9999999  .0000806 -.0001436
T 2082 19 .1519291E+11   1100011E-01 -.7153E+00 -.5647E+01   .9999999  .0000271  .0000539
T 2083 19 .1519294E+11   1100004E-01 -.9619E+01 -.3074E+02   .9999999 -.0001058 -.0005168
T 2084 19 .1519158E+11   1100013E-01 -.1781E+01 -.2528E+01   .9999999 -.0000713 -.0000067
T 2085 19 .1519157E+11   1100021E-01 -.2605E+00  .9023E+01   .9999999 -.0000703  .0001015
T 2086 19 .1519190E+11   1100006E-01  .4768E+00 -.7819E+01   .9999999  .0000112 -.0001057
T 2087 19 .1519244E+11   1100001E-01 -.1421E+02  .1255E+02   .9999999 -.0001825  .0002346
T 2088 19 .1519323E+11   1100019E-01 -.5477E+01  .6770E+01   .9999999 -.0002229  .0001243
T 2089 19 .1519370E+11   1100013E-01 -.7452E+01 -.5052E+01   .9999999 -.0000818  .0000310
T 2090 19 .1519275E+11   1100019E-01 -.1120E+01 -.4470E+01   .9999999 -.0000248 -.0000629
T 2091 19 .1519274E+11   1100021E-01 -.7000E+01 -.9329E+01   .9999999 -.0000096 -.0001730
T 2092 19 .1519247E+11   1100021E-01 -.7056E+01  .2377E+02   .9999999 -.0001083  .0002960
T 2093 19 .1519192E+11   1100022E-01 -.1517E+01 -.6183E+01   .9999999  .0000922 -.0001423
T 2094 19 .1519366E+11   1100005E-01  .1711E+01  .1482E+02   .9999999  .0000482  .0002582
T 2095 19 .1519340E+11   1100018E-01  .1822E+02 -.5079E+02   .9999998  .0002383 -.0006091
T 2096 19 .1519201E+11   1100009E-01 -.3732E+01  .1684E+02   .9999999 -.0000104  .0002648
T 2097 19 .1519130E+11   1100016E-01  .7360E+01  .2527E+01   .9999999  .0001101  .0000750
T 2098 19 .1519296E+11   1100016E-01 -.1029E+02  .2927E+00   .9999999 -.0002672 -.0000374
T 2099 19 .1519431E+11   1100015E-01  .7724E+01  .2413E+01   .9999999  .0000385 -.0000176
T 2100 19 .1519231E+11   1100005E-01  .4816E+01 -.7557E+00   .9999999  .0000364 -.0000572
T 2101 19 .1519305E+11   1100022E-01  .3389E+01  .2005E+02   .9999999  .0000524  .0001762
T 2102 19 .1519240E+11   1100022E-01  .1129E+02  .2020E+02   .9999999  .0002028  .0002171
T 2103 19 .1519299E+11   1100001E-01  .1161E+02 -.4910E+01   .9999999  .0001457  .0000096
T 2104 19 .1519412E+11   1100009E-01  .1582E+02  .6371E+01   .9999999  .0003436  .0000439
T 2105 19 .1519184E+11   1100008E-01  .7363E+01  .8765E+01   .9999999  .0000916  .0000407
T 2106 19 .1519295E+11   1100018E-01 -.1542E+01  .7925E+01   .9999999  .0000242  .0000366
T 2107 19 .1519216E+11   1100005E-01 -.1109E+02  .1798E+02   .9999999 -.0002215  .0002979
T 2108 19 .1519172E+11   1100009E-01  .1187E+02  .6168E+01   .9999999  .0002262  .0001378
T 2109 19 .1519375E+11   1100003E-01 -.9485E+01  .2322E+01   .9999999 -.0002060  .0000843
T 2110 19 .1519237E+11   1100021E-01  .2887E+01 -.6988E+01   .9999999  .0000256 -.0001367
T 2111 19 .1519114E+11   1100015E-01 -.6982E+01  .8524E+01   .9999999 -.0002079  .0000987
T 2112 19 .1519259E+11   1100005E-01  .8094E+01 -.4779E+01   .9999999  .0000966  .0000247
T 2113 19 .1519257E+11   1100010E-01 -.3807E+01  .6213E+01   .9999999 -.0000357  .0000713
T 2114 19 .1519189E+11   1100021E-01 -.1020E+01 -.1913E+01   .9999999 -.0000442 -.0000568
T 2115 19 .1519256E+11   1100018E-01  .5792E+01 -.2113E+01   .9999999  .0002346 -.0004233
T 2116 19 .1519385E+11   1100005E-01 -.4585E+01  .1344E+02   .9999999 -.0001083  .0002700
T 2117 19 .1519311E+11   1100020E-01 -.1334E+02 -.1651E+02   .9999999 -.0000980 -.0002895
T 2118 19 .1519251E+11   1100015E-01 -.1009E+02  .7417E+01   .9999999 -.0001598  .0000181
T 2119 19 .1519260E+11   1100012E-01 -.4804E+01 -.1224E+02   .9999999 -.0001534 -.0001855
T 2120 19 .1519404E+11   1100022E-01 -.2960E+01  .5528E+00   .9999999 -.0001161 -.0000385
T 2121 19 .1519266E+11   1100021E-01 -.3800E+01 -.1754E+02   .9999999 -.0000485 -.0001760
T 2122 19 .1519178E+11   1100021E-01  .9084E+01 -.5806E+01   .9999999  .0002431 -.0001106
T 2123 19 .1519253E+11   1100016E-01  .4404E+01 -.1876E-02   .9999999  .0000859  .0000626
T 2124 19 .1519250E+11   1100001E-01  .3676E+01  .8694E+01   .9999999 -.0001434  .0002461
